الاسم,rating,total_ratings,img,السعر النهائي,Brand,Gender,Product Type,Character,Fragrance Family,Size,Year of Launch,Concentration,Top Notes,Middle Notes,Base Notes,Category,Ingredients,Product Color,Preferences,Makeup Type,Search Key
Bvlgari Petits Et Mamans,"<h4 data-v-de649438="""">4.9</h4>","<span data-v-de649438="""">71 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/b/v/bvlgari_petits_et_mamans_edt_100_ml.jpg,350.0,Bvlgari,Kids,Perfume,Glamorous,Mossy Woods,100 ml,1997,Eau de Toilette,"Brazilian rose wood, satin orange, bergot","Rose, chamomile, sunflower","Powder, peach, vanilla, Iris",,"Brazilian rose wood, satin orange, berguit, rose, chamomile, sunflower, powder, peach, vanilla, orris",White,,,
Dolce & Gabbana The One Mysterious Night Collector Edition,"<h4 data-v-de649438="""">5.0</h4>","<span data-v-de649438="""">8 Ratings</span>",//assets.goldenscent.com/catalog/product/3/4/3423478545359_-_dolce_gabbanathe_one_mysterious_night_collector_edition_edp_100ml.jpg,598.0,Dolce&Gabbana,Men,Perfume,Extravagant,Oriental,100 ml,2018,Eau de Parfum,"Saffron, grapefruit","rose, oud, clary sage","amber, precious woods, labdanum, tonka bean",,"Saffron, grapefruit, rose, oud, clary sage, amber, precious woods, labdanum, tonka bean",,,,
Giorgio Armani Ocean Di Gioia EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/3/6/3614272907799-giorgio-armani-giorgio-armani-ocean-di-gioia-_w_-edp-30-ml-30-ml_-1.png,380.0,Giorgio Armani,Women,Perfume,Extravagant,Aquatic,30 ml,2020,Eau de Parfum,"Green notes, citrus, pear","Rose, lily of the valley, salt, water jasmine","sandalwood, musk",,,,,,
The Different Company South Bay Refill EDT,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/3/7/3760033635668-the-different-company-tdc-south-bay---refill.png,389.0,The Different Company,Unisex,Perfume,Dynamic,Citrus,100 ml,2013,Eau de Toilette,"Grapefruit, Mandarin, Tamarind","Grapefruit Wood, Galanthin Flower, Freesia","Sandalwood, Vetiver, Suede",,"Grapefruit, Mandarin, Tamarind, Grapefruit Wood, Eglantine, Freesia, Sandalwood, Vetiver, Suede",,,,
Rasees Rivan EDP,"<h4 data-v-de649438="""">5.0</h4>","<span data-v-de649438="""">2 Ratings</span>",//assets.goldenscent.com/catalog/product/5/5/55077201676438-rasees-_-rivan.png,115.0,Rasees,Unisex,Perfume,Natural,Woody,75 ml,,Eau de Parfum,,,,,"Woods, Patchouli, Bulgarian Rose, Leather",,,,
Parfums de Marly Valaya EDP,"<h4 data-v-de649438="""">4.9</h4>","<span data-v-de649438="""">49 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/7/3700578503046-parfums-de-marly-parfums-de-marly-valaya-edp---75-ml.png,1539.0,Parfums de Marly,Women,Perfume,Sensual,Soft Floral,75 ml,2023,Eau de Parfum,"Aldehydes, Bergamot, Mandarin, White Peach","Mahonia, Petalia, Vetiver, Lily-of-the-Valley, Orange Blossom","Akyagala wood, Vanilla, Ambroxan, Musk",,,,,,
Moschino So Real Cheap & Chic,"<h4 data-v-de649438="""">4.7</h4>","<span data-v-de649438="""">6 Ratings</span>",//assets.goldenscent.com/catalog/product/8/0/8011003838394-moschino-moschino-cheap-_-chic-so-real-_w_-edt-50-ml.jpg,294.0,Moschino,Women,Perfume,Natural,Citrus,100 ml,2017,Eau de Toilette,"Bitter orange, Mandarin","Raspberry, Blackcurrant sorbet, Peony, Jasmine, Magnolia","Cedarwood, Oakmoss, Ambroxan",,"Bitter orange, Mandarin, Raspberry, Blackcurrant sorbet, Peony, Jasmine, Magnolia, Cedarwood, Oakmoss, Ambroxan",,,,
Roberto Cavalli Deep Desire,"<h4 data-v-de649438="""">4.7</h4>","<span data-v-de649438="""">7 Ratings</span>",//assets.goldenscent.com/catalog/product/3/6/3614227742567_roberto_cavalli_deep_desire_edp_75_ml_1.jpg,514.0,Roberto Cavalli,Women,Perfume,Modern,Floral Oriental,75 ml,2019,Eau de Parfum,"Pink Pepper, Mandarin Orange","Jasmine Sambac, Orange Blossom, Cacao","Patchouli, Tonka Bean, Vanilla.",,"Pink Pepper, Mandarin Orange, Jasmine Sambac, Orange Blossom, Cacao, Patchouli, Tonka Bean, Vanilla.",,,,
Welton London Oud Inspiration EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/5/0/5055404701300-welton-london-wel-oud-inspiration-edp-100-1.jpg,983.0,Welton London,Unisex,Perfume,Sophisticated,Woody Oriental,100 ml,2018,Eau de Parfum,"Lemon, Cardamom, Cashmere","Sage, Amber, Wormwood","Tonka Beans, Cedar",,"Lemon, Cardamom, Cashmere, Sage, Amber, Wormwood, Tonka Beans, Cedar",,,,
Ahmed Perfume Hirfah EDP,"<h4 data-v-de649438="""">5.0</h4>","<span data-v-de649438="""">1 Ratings</span>",//assets.goldenscent.com/catalog/product/2/6/2640750013523-ahmed-perfume-hirfah-edp-75ml-edp.png,145.0,Ahmed Perfume,Unisex,Perfume,Natural,Woody,75 ml,,Eau de Parfum,"Lime, Green Apple, Lavender","Pine wood, Geranium, Magnolia, Champagne","Amber, Musk, Sandalwood, Oud, Patchouli",,,,,,
Prada Paradoxe EDP - 90 ml,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/6/3614273760164-prada-paradoxe-eau-de-parfum-90ml.png,699.0,Prada,Women,Perfume,Charismatic,Floral Oriental,90 ml,2022,Eau de Parfum,"Bergamot, Pears, Tangerine","Neroli, Neroli Oil, Yasmine Smbac, Orange Flowers","Petrol, Amber, White Musk, Bourbon Vanilla",,,,,,
Elie Saab Cuir Bourbon,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/3/4/3423473993957_elie_saab_cuir_bourbon_1.jpg,1094.0,Elie Saab,Unisex,Perfume,Charismatic,Leather,100 ml,2016,Eau de Parfum,,,,,"Suede, Bourbon vanilla, Musk, Saffron",,,,
Xerjoff Xj 17/17 Stone Label Homme EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/8/0/8033488155445-xerjoff-xerjof-_xj-17-17-stone-label-homme-_m_-parfum-100-ml-1.png,2656.0,Xerjoff,Men,Perfume,Natural,Woody,100 ml,2007,Eau de Parfum,"Citrus, spice","Lavender, Carnation, Ylang Ylang","Leather, Woods, Vetiver.",,"Bergamot, Lemon, Orange, Mandarin Orange, Grapefruit, Caraway, Tarragon, Ginger, Lavender, Bulgarian Rose, Ylang Ylang, Iris, Atlas Clove, Cedarwood, Amber, Rose, Vanilla, Vetiver, Birch, Woods",,,,
Albait Alamarati Lloud Prince Oud EDP,"<h4 data-v-de649438="""">5.0</h4>","<span data-v-de649438="""">3 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/0/3040139-albait-alemaraty-for-oud-prince-oud.png,345.0,Albait Alamarati Lloud,Unisex,Perfume,Classical,Oud,100 ml,,Eau de Parfum,,,,,"Cambodian Dehn Al Oudh, Lavender",,,,
Camara Seniorita For Her EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6291108727577_-_camara_-_seniorita_for_her_-_100_ml_-_fd.png,69.0,Camara,Women,Perfume,,,100 ml,,Eau de Parfum,,,,,البارغموت، زهرة البرتقال، الأوسمانثوسالعنبر، المسكالفانيليا، الباتشولي، نجيل الهند,,,,
Fouh Najd 8 EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/1/0/100047_-_fouh_najd_-_47_-_100_ml_-_fd.png,92.0,Fouh Najd,Women,Perfume,,,100 ml,,Eau de Parfum,,,,,اليوسفي الحامض، الياسمين ، الخزامى، العنبر، المسك، الفانيليا,,,,
Glorious Room La Luna EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6285945000214_-_glorious_room_-_la_luna_-_100_ml_-_fd.png,196.0,Glorious Room,Unisex,Perfume,Charismatic,Floral Oriental,100 ml,,Eau de Parfum,,,,,"Caramel, Orange Blossom, Sandalwood, Musk, Water, Alcohol.",,,,
Jad Miniature Culture White Rose & Cedarwood EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/6/2/6291109750161-jad-jad-miniature-culture-white-rose-_-cedarwood-100ml.png,275.0,Jad,Unisex,Perfume,Natural,Woody,100 ml,,Eau de Parfum,,,,,"Sandalwood, White Rose",,,,
Calvin Klein Eternity Intense for Men,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/3/6/3614224188504_calvin_klein_calvin_klein_eternity_intense_edt_200_ml.jpg,168.0,Calvin Klein,Men,Perfume,Extravagant,Fruity,50 ml,2016,Eau de Toilette,"Grapefruit, White pepper, Bergamot, Black tea","Lavender, Geranium, Orris, Rhubarb","Vetiver, Cedarwood, Cashmeran, Smoky resin",,"Grapefruit, White Pepper, Bergamot, Black Tea, Lavender, Geranium, Orris, Rhubarb. Vetiver, Cedarwood, Cashmeran, Smoky Resin.",,,,
Al Musbah Blends Hana EDT,"<h4 data-v-de649438="""">4.5</h4>","<span data-v-de649438="""">13 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6291100638758-al-musbah-al-musbah-blends-hana.png,35.0,Al Musbah Blends,Women,Perfume,,,100 ml,,Eau de Toilette,,,,,,,,,
Bdk Nuit De Sable EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/7/3760035450160-bdk-nuit-de-sable---edp-100-ml.png,893.0,BDK,Unisex,Perfume,Natural,Woody,100 ml,2019,Eau de Parfum,"Cardamom, Nutmeg, Sandalwood","Sand, Rose, Turkish rose","Musk, Ambroxan, Nutmeg, Tonka Bean",,,,,,
Tom Ford Rose D'amalfi EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/8/8/888066130486-tom-ford-tom-ford-rose-d_amalfi-_u_-edp-50-ml.png,1299.0,Tom Ford,Unisex,Perfume,Sensual,Floral,50 ml,2022,Eau de Parfum,"Indian Mandarin, Bergamot, Pink Pepper",Roses,"Almond, Heliotrope",,,,,,
Calvin Klein Dark Obsession,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/c/k/ck_dark_obsession_edt.jpg,140.0,Calvin Klein,Men,Perfume,Extravagant,Soft Oriental,75 ml,2013,Eau de Toilette,"Brazilian green mandarin, Guarana, Absinthe","French clary sage, Fir balsam, White vetiver","Madagascar vanilla, Labdanum, Suede",,"Brazilian green mandarin, Guarana, Absinthe, French clary sage, Fir balsam, White vetiver, Madagascar vanilla, Labdanum, Suede",,,,
Rama Rose Rouge Scent Parfum,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6280201951231_-_rama_rose_-_rouge_scent_-_100_ml_-_fd.png,99.0,Rama Rose,Unisex,Perfume,Natural,Woody,100 ml,,Parfum,"Saffron, Jasmine","Amber Wood, Amber Stones","Fir Gums, Cedar Wood",,,,,,
Atkinsons Tulipe Noire,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/8/0/8002135157996-atkinson-atkinsons-tulipe-noire-_u_-edp-100-ml-1.jpg,898.0,Atkinsons,Unisex,Perfume,Sophisticated,Woody Oriental,100 ml,2019,Eau de Parfum,"Bergamot, rhubarb, coriander",Tuberose and jasmine,"Cedar, sandalwood, musk, and ambroxan",,"Bergamot, rhubarb, coriander, tuberose, jasmine, cedar, sandalwood, musk, and ambroxan",,,,
Giorgio Armani Armani Prive Vert Malachite,"<h4 data-v-de649438="""">4.9</h4>","<span data-v-de649438="""">148 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_giorgio_armani_perfumes_armani_prive_vert_malachite_for_unisex_eau_de_perfum.jpg,1461.0,Giorgio Armani,Unisex,Perfume,Charismatic,Aromatic,100 ml,2016,Eau de Parfum,,,,,"Bitter Orange, Petitgrain, Ylang Ylang, Jasmine Sambac, Pink Pepper, Lily, Benzoin, Vanilla.",Green,,,
Oaka 3 EDP,"<h4 data-v-de649438="""">5.0</h4>","<span data-v-de649438="""">1 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6281104914286-oaka-iii-1.png,230.0,Oaka,Unisex,Perfume,Natural,Woody,75 ml,,Eau de Parfum,"Juniper, mate, leather","pink pepper, pink spring grass, iris extract","tonka bean, birch, cedar",,"Juniper, mate, leather, pink pepper, pink spring grass, iris extract, tonka bean, birch, cedar",,,,
Guerlain Insolence - Old Version,"<h4 data-v-de649438="""">4.6</h4>","<span data-v-de649438="""">18 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_guerlain_perfumes_insolence_for_women_eau_de_toilette.jpg,217.0,Guerlain,Women,Perfume,Feminine,Floral,30 ml,2017,Eau de Toilette,"Bergamot, Raspberry, Red Berries, Lemon","Orange Blossom, Rose, Violet","Resins, Iris, Musk, Sandalwood, Tonka Bean",,"Bergamot, Raspberry, Red Berries, Lemon,Orange Blossom, Rose, Violet,Resins, Iris, Musk, Sandalwood, Tonka Bean",,,,
Ghalati Ambitious EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/6/2/6287015125292-ghalati-ambitious.png,199.0,Ghalati,Unisex,Perfume,Natural,Woody,100 ml,,Eau de Parfum,"Bergamot, Pink Pepper","Jasmine, Vetiver","Tobacco, Amber, Musk",,,,,,
Jad Thak For Him EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/6/2/6281184005195-jad-jad-thak-for-him.png,295.0,Jad,Men,Perfume,Charismatic,Oriental,100 ml,,Eau de Parfum,Spices,Jasmine,"Balsam, Leather, Musk, Cedar, Agarwood",,,,,,
Diptyque Eau Des Sens Hair Mist,"<h4 data-v-de649438="""">5.0</h4>","<span data-v-de649438="""">1 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/7/3700431415189-diptyque-diptyque-eau-des-sens-parfum-_u_-hair-mist-30-ml-1.jpg,379.0,Diptyque,Unisex,Perfume,Sensual,Floral,30 ml,,Eau de Parfum,"Orange Rose, Bitter Orange",Juniper Berries,"Angelica, Patchouli",,"Orange Rose, Bitter Orange, Juniper Berries, Angelica, Patchouli",,,,
Liquides Imaginaires Sancti EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/3/7/3770004394098-liquides-imaginaires-liquides-imaginaires-les-eaux-del_-sancti-50-ml.png,630.0,Liquides Imaginaires,Unisex,Perfume,Charismatic,Oriental,50 ml,2011,Eau de Parfum,"Tangerine, pomelo, bergamot, aldehydes, grapefruit","Lavender, Coriander, Pink Pepper, Nutmeg, Cardamom Seeds, Rosemary, Balsam Fir","Patchouli, amber, nutmeg, benzine, labdanum, cedar, myrrh, frankincense",,,,,,
Ariana Grande R.E.M. EDP,"<h4 data-v-de649438="""">4.8</h4>","<span data-v-de649438="""">5 Ratings</span>",//assets.goldenscent.com/catalog/product/8/1/812256025467-ariana-grande-ariana-grande-r.e.m.-_w_-edp-100-ml.png,419.0,Ariana Grande,Women,Perfume,Charismatic,Oriental,100 ml,2020,Eau de Parfum,"Quince, fig, salt, caramel, Zefir","Pear Blossoms, Lavender","sandalwood, tonka bean, musk",,,,,,
Givago Noir Verni EDP,"<h4 data-v-de649438="""">5.0</h4>","<span data-v-de649438="""">2 Ratings</span>",//assets.goldenscent.com/catalog/product/3/7/3760277342087-givago-noir-verni.png,515.0,Givago,Men,Perfume,,,100 ml,,Eau de Parfum,,,,,,,,,
Rasees Grace EDP,"<h4 data-v-de649438="""">3.0</h4>","<span data-v-de649438="""">1 Ratings</span>",//assets.goldenscent.com/catalog/product/2/1/21532826182973-rasees-_-grace.png,115.0,Rasees,Unisex,Perfume,Classical,Leather,75 ml,,Eau de Parfum,,,,,"Mulberry, Saffron, Leather",,,,
Loewe Solo Mercurio EDP,"<h4 data-v-de649438="""">4.0</h4>","<span data-v-de649438="""">1 Ratings</span>",//assets.goldenscent.com/catalog/product/8/4/8426017066600-loewe-loewe-solo-loewe-mercurio-pour-homme-_m_-edp-100-ml.png,272.0,Loewe,Men,Perfume,Romantic,Floral,50 ml,2020,Eau de Parfum,"Geranium, Lavender, Fig Leaves","Mandarin, Orange Flowers","Musk, Cardamom, Amber, Licorice, Honey, Tobacco",,,,,,
Rasasi Shuhrah Pour Homme,"<h4 data-v-de649438="""">4.8</h4>","<span data-v-de649438="""">93 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/1/614514249048_rasasi_rasasi_shuhrah_men_edp_90_ml_1.jpg,91.0,Rasasi,Men,Perfume,Romantic,Floral,90 ml,,Eau de Parfum,"Roses, Tomato Leaves, Phrygia Flowers","Sandalwood, Cedarwood, Jasmine","Amber, Musk, Oak Moss, Oud, Leather",,"Roses, Tomato Leaves, Phrygia Flowers, Sandalwood, Cedarwood, Jasmine, Amber, Musk, Oak Moss, Oud, Leather",,,,
V Canto Malatesta Extrait De Parfum,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/8/0/8016741282614-v-canto-v-canto-malatesta-unisex-extrait-de-parfum-100ml.png,790.0,V Canto,Unisex,Perfume,Charismatic,Floral Oriental,100 ml,2020,Extrait de Parfum,"Mandarin Orange, Orange, Lily, Musk","Jasmine, Lavender, Violet, Leather, Tuscan Iris","Oud Wood, Vanilla, Woods, Patchouli, Pepper",,,,,,
Lalique Lalique Le Parfum,"<h4 data-v-de649438="""">4.8</h4>","<span data-v-de649438="""">222 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/g/o/golden_scent_perfume_lalique_perfumes_lalique_le_parfum_for_women_eau_de_perfum.jpg,259.0,Lalique,Women,Perfume,Masculine,Fruity,100 ml,2007,Eau de Parfum,"Pink Peppercorn, Bay Leaves, Bergamot","Heliotrope, Jasmine","Sandalwood, Vanilla, Patchouli, Tonka Beans",,"Vanilla, Tonka Bean, Sandalwood, Pink Pepper, Almond, Patchouli, Jasmine, Bergamot","Transparent,Gold",,,
Dior Hypnotic Poison EDT,"<h4 data-v-de649438="""">4.9</h4>","<span data-v-de649438="""">351 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/d/i/dior_hypnotic_poison_eau_de_toilette.jpg,668.0,Dior,Women,Perfume,Glamorous,Aromatic,100 ml,1997,Eau de Toilette,"Apricot, Coconut, Plum, Pimento","Jasmine, Lily-of-the-valley, Rose, Rosewood, Tuberose","Almond, Sandalwood, Vanilla",Perfume,"Apricot, Coconut, Plum, Pimento,Jasmine, Lily-of-the-valley, Rose, Rosewood, Tuberose,Almond, Sandalwood, Vanilla",,,,
Jimmy Choo Tempting Rose EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/3/3/3386460111928-jc-collection-tempting-rose-edp-125ml.png,978.0,Jimmy Choo,Women,Perfume,Sensual,Floral,125 ml,2020,Eau de Parfum,,,,,Rose,,,,
Al Majed For Oud Prestige Black EDP,"<h4 data-v-de649438="""">4.9</h4>","<span data-v-de649438="""">37 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6285091001592-almajed-for-oud-_-_.png,195.0,Al Majed For Oud,Unisex,Perfume,Natural,Woody,100 ml,,Eau de Parfum,Red Berry,Oris rose,"leather, Cedar",,,,,,
Byredo Reine De Nuit Extrait De Parfum,"<h4 data-v-de649438="""">4.5</h4>","<span data-v-de649438="""">2 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/7/3/7340032825824-byredo-byredo-reine-de-nuit-_u_-extrait-de-parfum-50-ml.png,1209.0,Byredo,Unisex,Perfume,Sensual,Floral,50 ml,2019,Extrait de Parfum,"Saffron, Black currant","Incense, Rose","Mallow Musk, Patchouli",,"Alcohol, parfum (fragrance), aqua (water), limonene, geraniol, butyl methoxydibenzoylmethane, ethylhexyl methoxycinnamate, citronellol, linalool, cinnamyl alcohol, citral, cinnamal, bht, eugenol, ci 19140 (yellow 5), ci 60730 (ext. violet 2), benzyl benzo",,,,
Thomas Kosmala Super Amber EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/5/0/5060412110488-thomas-kosmala-thomas-kosmala-no_-11-super-amber-100ml-edp.png,771.0,Thomas Kosmala,Unisex,Perfume,Natural,Woody,100 ml,2022,Eau de Parfum,,,,,"Woody Notes, Petrol, Amber, Labdanum, Incense, Amber Woods",,,,
Hatan Asayel EDP,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6285756002285_-_hatan_-_-_50_ml_-_fd.png,150.0,Hatan,Women,Perfume,Classical,Leather,65 ml,,Eau de Parfum,,,,,"Grapefruit, Artemisia, Lavender, Bergamot, Tunisian Orange Orchid, Tobacco, Spices, Leather.",,,,
Nishane Hacivat X Extrait de Parfum - 100 ml,"<h4 data-v-de649438="""">0</h4>","<span data-v-de649438="""">0 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/8/6/8683608071058-nishane-hacivat-x-50-ml.png,1579.0,Nishane,Unisex,Perfume,Natural,Woody,100 ml,2023,Extrait de Parfum,"Pineapple, Bergamot, Pink Pepper","Lime, Tunisian Orange Blossom, Jasmine","Haitian Vetiver, Cedar, Patchouli.",,,,,,
Cage Invecta EDP,"<h4 data-v-de649438="""">5.0</h4>","<span data-v-de649438="""">1 Ratings</span>",//assets.goldenscent.com/catalog/product/cache/1/small_image/750x750/9df78eab33525d08d6e5fb8d27136e95/6/2/6281123076774-cage-invecta.png,109.0,Deraah,Women,Perfume,Charismatic,Oriental,80 ml,,Eau de Parfum,Orange,Roses,"Sandalwood, Tonka Bean, Vanilla",,,,,,
